room,0,0
1,43
2,43
3,43
5,43
6,43
7,43
8,43
9,43
10,43
11,43
12,43
13,43
14,43
15,43
16,43
17,43
18,43
19,43
20,43
21,43
22,43
23,43
24,43
25,43
26,43
27,43
28,43
29,43
30,43
31,43
32,43
33,43
34,43
35,43
36,43
1,42
1,41
1,40
1,39
1,38
36,38
1,37
36,37
1,36
36,36
1,35
36,35
1,34
36,34
1,33
36,33
1,32
36,32
1,31
36,31
1,30
36,30
1,29
36,29
1,28
36,28
1,27
36,27
1,26
2,26
3,26
4,26
5,26
6,26
7,26
8,26
9,26
10,26
11,26
12,26
13,26
14,26
15,26
16,26
17,26
18,26
19,26
20,26
21,26
22,26
23,26
24,26
25,26
26,26
27,26
28,26
29,26
30,26
31,26
32,26
33,26
34,26
35,26
36,26
spikes,0,0
16,42
17,42
18,42
19,42
20,42
spawn,0,0
4,43
36,41
room,1,0
39,43
40,43
41,43
42,43
43,43
44,43
45,43
46,43
51,43
52,43
53,43
54,43
55,43
56,43
57,43
58,43
59,43
60,43
61,43
62,43
63,43
64,43
65,43
66,43
67,43
68,43
69,43
70,43
71,43
72,43
73,43
74,43
75,43
39,38
40,38
41,38
42,38
43,38
44,38
45,38
46,38
47,38
48,38
49,38
50,38
51,38
52,38
53,38
54,38
55,38
56,38
57,38
58,38
59,38
60,38
75,38
39,37
75,37
39,36
75,36
39,35
75,35
39,34
75,34
39,33
40,33
41,33
42,33
43,33
44,33
45,33
46,33
47,33
48,33
49,33
50,33
51,33
52,33
53,33
54,33
55,33
75,33
39,32
75,32
39,31
75,31
39,30
75,30
39,29
75,29
39,28
75,28
39,27
75,27
39,26
40,26
41,26
42,26
43,26
44,26
45,26
50,26
51,26
52,26
53,26
54,26
55,26
56,26
57,26
58,26
59,26
60,26
61,26
62,26
63,26
64,26
65,26
66,26
67,26
68,26
69,26
70,26
71,26
72,26
73,26
74,26
75,26
spikes,1,0
65,42
66,42
67,42
68,42
69,42
70,42
spawn,1,0
47,43
39,41
75,41
46,26
room,2,0
78,43
79,43
80,43
81,43
82,43
83,43
84,43
85,43
86,43
87,43
88,43
89,43
90,43
91,43
92,43
93,43
94,43
95,43
96,43
97,43
98,43
99,43
104,43
105,43
106,43
107,43
108,43
109,43
110,43
111,43
112,43
112,42
112,41
112,40
112,39
78,38
112,38
78,37
112,37
78,36
79,36
80,36
81,36
82,36
83,36
84,36
85,36
86,36
87,36
105,36
106,36
107,36
108,36
109,36
110,36
111,36
112,36
78,35
112,35
78,34
112,34
78,33
112,33
78,32
112,32
78,31
112,31
78,30
79,30
80,30
81,30
82,30
83,30
84,30
85,30
86,30
87,30
88,30
89,30
90,30
91,30
92,30
93,30
94,30
95,30
112,30
78,29
112,29
78,28
112,28
78,27
112,27
78,26
79,26
80,26
81,26
82,26
83,26
84,26
85,26
86,26
87,26
88,26
89,26
90,26
91,26
92,26
97,26
98,26
99,26
100,26
101,26
102,26
103,26
104,26
105,26
106,26
107,26
108,26
109,26
110,26
111,26
112,26
spikes,2,0
spawn,2,0
100,43
78,41
93,26
room,2,1
78,23
79,23
80,23
81,23
82,23
83,23
84,23
85,23
86,23
87,23
88,23
89,23
90,23
91,23
92,23
97,23
98,23
99,23
100,23
101,23
102,23
103,23
104,23
105,23
106,23
107,23
108,23
109,23
110,23
111,23
112,23
113,23
114,23
115,23
116,23
117,23
118,23
119,23
120,23
121,23
78,22
102,22
103,22
104,22
120,22
121,22
78,21
100,21
101,21
105,21
106,21
120,21
121,21
78,20
100,20
106,20
119,20
120,20
121,20
78,19
99,19
107,19
118,19
119,19
121,19
78,18
99,18
107,18
118,18
121,18
78,17
99,17
107,17
118,17
121,17
78,16
100,16
106,16
118,16
121,16
78,15
79,15
100,15
101,15
105,15
106,15
117,15
118,15
121,15
78,14
79,14
102,14
103,14
104,14
117,14
121,14
78,13
80,13
116,13
117,13
121,13
78,12
80,12
81,12
116,12
121,12
78,11
81,11
116,11
121,11
78,10
81,10
82,10
115,10
116,10
121,10
78,9
82,9
83,9
115,9
121,9
78,8
83,8
84,8
114,8
115,8
121,8
78,7
84,7
85,7
86,7
111,7
112,7
113,7
114,7
121,7
78,6
86,6
87,6
88,6
89,6
103,6
104,6
105,6
106,6
107,6
108,6
109,6
110,6
121,6
78,5
89,5
90,5
91,5
92,5
93,5
94,5
95,5
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,5
121,5
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
spikes,2,1
102,21
103,21
104,21
102,20
103,20
104,20
spawn,2,1
93,23
room,1,-1
39,62
40,62
41,62
42,62
43,62
44,62
45,62
46,62
47,62
48,62
49,62
50,62
51,62
52,62
53,62
54,62
55,62
56,62
57,62
58,62
59,62
60,62
61,62
62,62
63,62
64,62
65,62
66,62
67,62
68,62
69,62
70,62
71,62
72,62
73,62
74,62
75,62
39,61
59,61
66,61
39,60
60,60
65,60
39,59
61,59
62,59
63,59
64,59
39,58
39,57
75,57
39,56
51,56
52,56
53,56
54,56
55,56
56,56
75,56
39,55
75,55
39,54
75,54
39,53
75,53
39,52
75,52
39,51
47,51
48,51
49,51
50,51
75,51
39,50
75,50
39,49
75,49
39,48
75,48
39,47
75,47
39,46
40,46
41,46
42,46
43,46
44,46
45,46
46,46
51,46
52,46
53,46
54,46
55,46
56,46
57,46
58,46
59,46
60,46
61,46
62,46
63,46
64,46
65,46
66,46
67,46
68,46
69,46
70,46
71,46
72,46
73,46
74,46
75,46
spikes,1,-1
63,58
spawn,1,-1
75,60
47,46
room,2,-1
78,62
79,62
80,62
81,62
82,62
83,62
84,62
85,62
86,62
87,62
88,62
89,62
90,62
91,62
96,62
97,62
98,62
99,62
100,62
101,62
102,62
103,62
104,62
105,62
106,62
107,62
108,62
109,62
110,62
111,62
112,62
112,61
112,60
112,59
112,58
78,57
112,57
78,56
112,56
78,55
112,55
78,54
112,54
78,53
98,53
99,53
100,53
101,53
102,53
103,53
104,53
105,53
106,53
107,53
112,53
78,52
112,52
78,51
112,51
78,50
112,50
78,49
112,49
78,48
112,48
78,47
112,47
78,46
79,46
80,46
81,46
82,46
83,46
84,46
85,46
86,46
87,46
88,46
89,46
90,46
91,46
92,46
93,46
94,46
95,46
96,46
97,46
98,46
99,46
104,46
105,46
106,46
107,46
108,46
109,46
110,46
111,46
112,46
spikes,2,-1
spawn,2,-1
92,62
78,60
